Focal ID,Species,Community,Date,i.halfday,Number female party members,Number oservations,Number MTF cathegory,Percentage MTF precent in party,Percentage only females,Percentage alone,Percentage Samesex,Proportion feeding time monthly
1,chimpanzees,Tai_South,42501,morning,4.375,8,1,0.000,0.125,0,0.125,0.305320404
24,chimpanzees,Tai_South,42501,afternoon,1.333,9,1,0.222,0.444444444,0.333333333,0.444444444,0.305320404
9,chimpanzees,Tai_South,42502,morning,9.500,2,0,0.000,0,0,0,0.300319221
10,chimpanzees,Tai_South,42507,morning,6.200,10,0,0.000,0.2,0,0.2,0.310803694
24,chimpanzees,Tai_South,42507,afternoon,6.100,10,0,0.000,0,0,0,0.310803694
27,chimpanzees,Tai_South,42512,afternoon,4.455,11,1,0.818,0.090909091,0,0.090909091,0.320423643
31,chimpanzees,Tai_South,42512,morning,1.375,8,1,0.125,0.875,0.125,0.875,0.320423643
8,chimpanzees,Tai_South,42513,morning,3.625,8,1,0.625,0,0,0,0.325937443
18,chimpanzees,Tai_South,42514,afternoon,6.750,8,0,0.000,0,0,0,0.362139627
9,chimpanzees,Tai_South,42514,morning,7.125,8,1,0.125,0,0,0,0.362139627
11,chimpanzees,Tai_South,42518,morning,11.000,2,0,0.000,0,0,0,0.380107884
31,chimpanzees,Tai_South,42518,to_check,1.053,19,0,0.000,0.684210526,0.631578947,0.684210526,0.380107884
26,chimpanzees,Tai_South,42520,morning,4.333,9,1,0.667,0,0,0,0.382745397
11,chimpanzees,Tai_South,42520,afternoon,2.700,10,2,0.800,0.2,0,0.2,0.382745397
24,chimpanzees,Tai_South,42523,afternoon,5.143,7,0,0.000,0,0,0,0.388418869
27,chimpanzees,Tai_South,42523,morning,0.231,13,0,0.000,0.923076923,0.923076923,0.923076923,0.388418869
26,chimpanzees,Tai_South,42525,morning,2.636,11,0,0.000,0.636363636,0.090909091,0.636363636,0.377067829
24,chimpanzees,Tai_South,42529,morning,2.909,11,0,0.000,0.454545455,0,0.454545455,0.385204179
8,chimpanzees,Tai_South,42529,afternoon,1.909,11,0,0.000,0.181818182,0.181818182,0.181818182,0.385204179
1,chimpanzees,Tai_South,42534,morning,1.000,7,0,0.000,1,0,1,0.405040164
10,chimpanzees,Tai_South,42540,afternoon,2.000,12,0,0.000,0.166666667,0.166666667,0.166666667,0.414449388
18,chimpanzees,Tai_South,42546,afternoon,4.125,8,1,0.750,0.125,0,0.125,0.380483867
18,chimpanzees,Tai_South,42548,morning,3.889,9,0,0.000,0.444444444,0.111111111,0.444444444,0.380483867
26,chimpanzees,Tai_South,42548,afternoon,3.000,11,0,0.000,0.636363636,0,0.636363636,0.380483867
11,chimpanzees,Tai_South,42549,morning,5.000,10,0,0.000,0.2,0,0.2,0.380483867
1,chimpanzees,Tai_South,42549,afternoon,2.444,9,0,0.000,0.666666667,0,0.666666667,0.380483867
16,chimpanzees,Tai_South,42550,morning,3.778,9,0,0.000,0,0,0,0.373087928
26,chimpanzees,Tai_South,42550,afternoon,4.091,11,0,0.000,0,0,0,0.373087928
10,chimpanzees,Tai_South,42551,morning,2.667,9,0,0.000,0.555555556,0.333333333,0.555555556,0.377267143
27,chimpanzees,Tai_South,42551,to_check,3.714,14,0,0.000,0.357142857,0.071428571,0.357142857,0.377267143
1,chimpanzees,Tai_South,42552,afternoon,5.545,11,1,0.455,0.272727273,0,0.272727273,0.368798478
27,chimpanzees,Tai_South,42553,afternoon,3.778,9,0,0.000,0.555555556,0.111111111,0.555555556,0.371844143
11,chimpanzees,Tai_South,42553,morning,1.833,12,0,0.000,0.833333333,0.083333333,0.833333333,0.371844143
24,chimpanzees,Tai_South,42555,to_check,1.222,18,0,0.000,0.055555556,0,0.055555556,0.367725744
11,chimpanzees,Tai_South,42580,to_check,1.368,19,1,0.368,0.473684211,0.263157895,0.473684211,0.520814754
16,chimpanzees,Tai_South,42580,afternoon,1.000,2,0,0.000,1,0,1,0.520814754
31,chimpanzees,Tai_South,42584,afternoon,3.455,11,0,0.000,0.545454545,0.090909091,0.545454545,0.52723366
27,chimpanzees,Tai_South,42588,morning,0.444,9,0,0.000,0.555555556,0.222222222,0.555555556,0.509695243
1,chimpanzees,Tai_South,42589,morning,1.222,9,0,0.000,0,0,0,0.509695243
5,chimpanzees,Tai_South,42804,morning,3.750,12,0,0.000,0.333333333,0,0.333333333,0.347513167
21,chimpanzees,Tai_South,42804,afternoon,4.250,12,0,0.000,0.25,0.083333333,0.25,0.347513167
16,chimpanzees,Tai_South,42809,morning,6.111,9,0,0.000,0.333333333,0,0.333333333,0.419382596
10,chimpanzees,Tai_South,42809,afternoon,6.636,11,0,0.000,0.272727273,0,0.272727273,0.419382596
27,chimpanzees,Tai_South,42812,morning,5.250,4,0,0.000,0,0,0,0.389170304
11,chimpanzees,Tai_South,42813,morning,5.333,9,0,0.000,0.222222222,0,0.222222222,0.368395473
27,chimpanzees,Tai_South,42813,afternoon,3.571,7,0,0.000,0.142857143,0.142857143,0.142857143,0.368395473
24,chimpanzees,Tai_South,42824,afternoon,1.333,12,1,0.000,0,0,0,0.300940831
8,chimpanzees,Tai_South,42826,afternoon,5.727,11,1,0.182,0.727272727,0,0.727272727,0.302267236
9,chimpanzees,Tai_South,42826,morning,6.200,10,1,0.800,0.1,0,0.1,0.302267236
18,chimpanzees,Tai_South,42827,morning,5.091,11,1,0.727,0.181818182,0,0.181818182,0.301713576
5,chimpanzees,Tai_South,42828,afternoon,6.500,10,0,0.000,0,0,0,0.302178167
27,chimpanzees,Tai_South,42828,morning,2.778,9,0,0.000,0.111111111,0,0.111111111,0.302178167
9,chimpanzees,Tai_South,42829,afternoon,7.667,9,0,0.000,0.333333333,0,0.333333333,0.291302566
31,chimpanzees,Tai_South,42829,morning,1.125,8,0,0.000,0,0,0,0.291302566
18,chimpanzees,Tai_South,42830,afternoon,6.857,7,0,0.000,0,0,0,0.288372667
26,chimpanzees,Tai_South,42830,morning,2.200,10,0,0.000,0.5,0.4,0.5,0.288372667
31,chimpanzees,Tai_South,42833,to_check,3.235,17,0,0.000,0.764705882,0,0.764705882,0.279176685
21,chimpanzees,Tai_South,42835,morning,3.750,12,0,0.000,0.166666667,0,0.166666667,0.270994063
16,chimpanzees,Tai_South,42835,afternoon,5.500,6,0,0.000,0,0,0,0.270994063
10,chimpanzees,Tai_South,42835,afternoon,4.250,4,0,0.000,0,0,0,0.270994063
16,chimpanzees,Tai_South,42839,afternoon,5.700,10,1,0.600,0,0,0,0.252194914
9,chimpanzees,Tai_South,42840,afternoon,3.900,10,1,0.300,0.5,0,0.5,0.224355587
8,chimpanzees,Tai_South,42840,morning,1.700,10,1,0.000,0.1,0,0.1,0.224355587
26,chimpanzees,Tai_South,42841,afternoon,6.636,11,1,0.455,0,0,0,0.224355587
21,chimpanzees,Tai_South,42842,morning,5.444,9,1,0.889,0.444444444,0,0.444444444,0.218144379
5,chimpanzees,Tai_South,42842,afternoon,5.875,8,1,0.750,0,0,0,0.218144379
11,chimpanzees,Tai_South,42848,morning,5.800,10,2,1.000,0.5,0,0.5,0.209396413
26,chimpanzees,Tai_South,42848,afternoon,8.273,11,2,1.000,0,0,0,0.209396413
24,chimpanzees,Tai_South,42849,afternoon,6.636,11,2,0.818,0,0,0,0.196105745
5,chimpanzees,Tai_South,42852,morning,4.615,13,0,0.000,0.230769231,0,0.230769231,0.195411113
31,chimpanzees,Tai_South,42868,morning,2.556,9,0,0.000,0.333333333,0.111111111,0.333333333,0.205075002
16,chimpanzees,Tai_South,42868,afternoon,3.000,8,0,0.000,0,0,0,0.205075002
18,chimpanzees,Tai_South,42873,morning,4.800,10,1,0.400,0.1,0,0.1,0.222076312
8,chimpanzees,Tai_South,42873,afternoon,5.125,8,1,0.750,0.125,0,0.125,0.222076312
9,chimpanzees,Tai_South,42875,morning,0.667,6,0,0.000,0.666666667,0.166666667,0.666666667,0.223692963
31,chimpanzees,Tai_South,42876,afternoon,2.000,4,0,0.000,1,0,1,0.223692963
26,chimpanzees,Tai_South,42876,to_check,0.500,2,0,0.000,1,0.5,1,0.223692963
31,chimpanzees,Tai_South,42877,to_check,0.545,11,0,0.000,0.818181818,0.636363636,0.818181818,0.216132572
